#Index	dataset	original symbol	original locus	cutting site	new symbol	new locus
62827	EKO-NALM6_PMID29038160	CFAP46	chr10:134648112-134648211:+	134648161	TTC40	chr10:134621924-134671149:-
62828	EKO-NALM6_PMID29038160	CFAP46	chr10:134648128-134648227:+	134648177	TTC40	chr10:134621924-134671149:-
62829	EKO-NALM6_PMID29038160	CFAP46	chr10:134648165-134648264:+	134648214	TTC40	chr10:134621924-134671149:-
62830	EKO-NALM6_PMID29038160	CFAP46	chr10:134648205-134648304:-	134648255	TTC40	chr10:134621924-134671149:-
62831	EKO-NALM6_PMID29038160	CFAP46	chr10:134726609-134726708:+	134726658	NA	NA
62832	EKO-NALM6_PMID29038160	CFAP46	chr10:134726615-134726714:-	134726665	NA	NA
62833	EKO-NALM6_PMID29038160	CFAP46	chr10:134726639-134726738:-	134726689	NA	NA
62834	EKO-NALM6_PMID29038160	CFAP46	chr10:134730130-134730229:+	134730179	NA	NA
62835	EKO-NALM6_PMID29038160	CFAP46	chr10:134731873-134731972:-	134731923	NA	NA
62836	EKO-NALM6_PMID29038160	CFAP46	chr10:134731956-134732055:-	134732006	NA	NA
62837	EKO-NALM6_PMID29038160	CFAP46	chr10:134733518-134733617:-	134733568	NA	NA
62838	EKO-NALM6_PMID29038160	CFAP46	chr10:134733628-134733727:+	134733677	NA	NA
62839	EKO-NALM6_PMID29038160	CFAP46	chr10:134736008-134736107:+	134736057	GPR123	chr10:134734422-134943014:+
62840	EKO-NALM6_PMID29038160	CFAP46	chr10:134736113-134736212:-	134736163	GPR123	chr10:134734422-134943014:+
62841	EKO-NALM6_PMID29038160	CFAP46	chr10:134751092-134751191:-	134751142	C10orf93	chr10:134742956-134755987:-
62842	EKO-NALM6_PMID29038160	CFAP46	chr10:134752080-134752179:-	134752130	C10orf93	chr10:134742956-134755987:-
62843	EKO-NALM6_PMID29038160	CFAP46	chr10:134754455-134754554:-	134754505	C10orf93	chr10:134742956-134755987:-
62844	EKO-NALM6_PMID29038160	CFAP46	chr10:134755113-134755212:+	134755162	C10orf93	chr10:134742956-134755987:-
62845	EKO-NALM6_PMID29038160	CFAP46	chr10:134755128-134755227:-	134755178	C10orf93	chr10:134742956-134755987:-
62846	EKO-NALM6_PMID29038160	CFAP46	chr10:134755167-134755266:-	134755217	C10orf93	chr10:134742956-134755987:-
62847	EKO-NALM6_PMID29038160	CFAP46	chr10:134755448-134755547:-	134755498	C10orf93	chr10:134742956-134755987:-
62848	EKO-NALM6_PMID29038160	CFAP46	chr10:134755484-134755583:+	134755533	C10orf93	chr10:134742956-134755987:-
62849	EKO-NALM6_PMID29038160	CFAP46	chr10:134755895-134755994:-	134755945	C10orf93	chr10:134742956-134755987:-
62850	EKO-NALM6_PMID29038160	CFAP46	chr10:134755917-134756016:-	134755967	C10orf93	chr10:134742956-134755987:-
62891	EKO-NALM6_PMID29038160	ADAM8	chr10:135080866-135080965:+	135080915	PAOX	chr10:135042810-135205041:+
62892	EKO-NALM6_PMID29038160	ADAM8	chr10:135081477-135081576:-	135081527	PAOX	chr10:135042810-135205041:+
62893	EKO-NALM6_PMID29038160	ADAM8	chr10:135083873-135083972:-	135083923	PAOX	chr10:135042810-135205041:+
62894	EKO-NALM6_PMID29038160	ADAM8	chr10:135083935-135084034:-	135083985	PAOX	chr10:135042810-135205041:+
62895	EKO-NALM6_PMID29038160	ADAM8	chr10:135085345-135085444:-	135085395	PAOX	chr10:135042810-135205041:+
62896	EKO-NALM6_PMID29038160	ADAM8	chr10:135085393-135085492:-	135085443	PAOX	chr10:135042810-135205041:+
62897	EKO-NALM6_PMID29038160	ADAM8	chr10:135085666-135085765:+	135085715	PAOX	chr10:135042810-135205041:+
62898	EKO-NALM6_PMID29038160	ADAM8	chr10:135085679-135085778:+	135085728	PAOX	chr10:135042810-135205041:+
62899	EKO-NALM6_PMID29038160	ADAM8	chr10:135085905-135086004:-	135085955	PAOX	chr10:135042810-135205041:+
62900	EKO-NALM6_PMID29038160	ADAM8	chr10:135087415-135087514:-	135087465	PAOX	chr10:135042810-135205041:+
62991	EKO-NALM6_PMID29038160	LOC619207	chr10:135279696-135279795:+	135279745	NA	NA
62992	EKO-NALM6_PMID29038160	LOC619207	chr10:135279709-135279808:-	135279759	NA	NA
62993	EKO-NALM6_PMID29038160	LOC619207	chr10:135279829-135279928:+	135279878	NA	NA
62994	EKO-NALM6_PMID29038160	LOC619207	chr10:135280716-135280815:+	135280765	NA	NA
62995	EKO-NALM6_PMID29038160	LOC619207	chr10:135280745-135280844:+	135280794	NA	NA
62996	EKO-NALM6_PMID29038160	LOC619207	chr10:135280766-135280865:+	135280815	NA	NA
62997	EKO-NALM6_PMID29038160	LOC619207	chr10:135280784-135280883:+	135280833	NA	NA
62998	EKO-NALM6_PMID29038160	LOC619207	chr10:135280806-135280905:+	135280855	NA	NA
62999	EKO-NALM6_PMID29038160	LOC619207	chr10:135281325-135281424:+	135281374	NA	NA
63000	EKO-NALM6_PMID29038160	LOC619207	chr10:135281346-135281445:+	135281395	NA	NA
63025	EKO-NALM6_PMID29038160	SPRNP1	chr10:135381801-135381900:+	135381850	NA	NA
63026	EKO-NALM6_PMID29038160	SPRNP1	chr10:135381821-135381920:+	135381870	NA	NA
63027	EKO-NALM6_PMID29038160	SPRNP1	chr10:135381825-135381924:-	135381875	NA	NA
63028	EKO-NALM6_PMID29038160	SPRNP1	chr10:135381856-135381955:-	135381906	NA	NA
63029	EKO-NALM6_PMID29038160	SPRNP1	chr10:135381904-135382003:+	135381953	NA	NA
63030	EKO-NALM6_PMID29038160	SPRNP1	chr10:135381926-135382025:+	135381975	NA	NA
63037	EKO-NALM6_PMID29038160	LOC100133161	chr11:130495-130594:+	130544	NA	NA
63038	EKO-NALM6_PMID29038160	LOC100133161	chr11:130616-130715:+	130665	NA	NA
63039	EKO-NALM6_PMID29038160	LOC100133161	chr11:130690-130789:+	130739	NA	NA
63040	EKO-NALM6_PMID29038160	LOC100133161	chr11:131068-131167:+	131117	NA	NA
63041	EKO-NALM6_PMID29038160	LOC100133161	chr11:131075-131174:-	131125	NA	NA
63042	EKO-NALM6_PMID29038160	LOC100133161	chr11:131206-131305:+	131255	NA	NA
63043	EKO-NALM6_PMID29038160	LOC100133161	chr11:131221-131320:+	131270	NA	NA
63044	EKO-NALM6_PMID29038160	LOC100133161	chr11:131260-131359:+	131309	NA	NA
63218	EKO-NALM6_PMID29038160	LOC100128703	chr11:530275-530374:+	530324	NA	NA
63219	EKO-NALM6_PMID29038160	LOC100128703	chr11:530297-530396:+	530346	NA	NA
63220	EKO-NALM6_PMID29038160	LOC100128703	chr11:530326-530425:+	530375	NA	NA
63221	EKO-NALM6_PMID29038160	LOC100128703	chr11:530355-530454:+	530404	NA	NA
63222	EKO-NALM6_PMID29038160	LOC100128703	chr11:530389-530488:+	530438	NA	NA
63223	EKO-NALM6_PMID29038160	LOC100128703	chr11:530409-530508:+	530458	NA	NA
63224	EKO-NALM6_PMID29038160	LOC100128703	chr11:531145-531244:+	531194	NA	NA
63225	EKO-NALM6_PMID29038160	LOC100128703	chr11:531176-531275:+	531225	NA	NA
63226	EKO-NALM6_PMID29038160	LOC100128703	chr11:531195-531294:+	531244	NA	NA
63227	EKO-NALM6_PMID29038160	LOC100128703	chr11:531201-531300:-	531251	NA	NA
63268	EKO-NALM6_PMID29038160	LOC143666	chr11:575319-575418:-	575369	NA	NA
63269	EKO-NALM6_PMID29038160	LOC143666	chr11:575340-575439:-	575390	NA	NA
63270	EKO-NALM6_PMID29038160	LOC143666	chr11:575429-575528:-	575479	NA	NA
63271	EKO-NALM6_PMID29038160	LOC143666	chr11:575458-575557:-	575508	NA	NA
63272	EKO-NALM6_PMID29038160	LOC143666	chr11:575507-575606:-	575557	NA	NA
63273	EKO-NALM6_PMID29038160	LOC143666	chr11:575530-575629:-	575580	NA	NA
63274	EKO-NALM6_PMID29038160	LOC143666	chr11:575618-575717:+	575667	NA	NA
63275	EKO-NALM6_PMID29038160	LOC143666	chr11:575645-575744:-	575695	NA	NA
63276	EKO-NALM6_PMID29038160	LOC143666	chr11:575663-575762:-	575713	NA	NA
63277	EKO-NALM6_PMID29038160	LOC143666	chr11:575726-575825:-	575776	NA	NA
63374	EKO-NALM6_PMID29038160	NS3BP	chr11:782314-782413:+	782363	NA	NA
63375	EKO-NALM6_PMID29038160	NS3BP	chr11:782320-782419:-	782370	NA	NA
63376	EKO-NALM6_PMID29038160	NS3BP	chr11:782346-782445:-	782396	NA	NA
63377	EKO-NALM6_PMID29038160	NS3BP	chr11:782363-782462:-	782413	NA	NA
63378	EKO-NALM6_PMID29038160	NS3BP	chr11:782430-782529:+	782479	NA	NA
63379	EKO-NALM6_PMID29038160	NS3BP	chr11:782445-782544:+	782494	NA	NA
63380	EKO-NALM6_PMID29038160	NS3BP	chr11:782534-782633:+	782583	NA	NA
63381	EKO-NALM6_PMID29038160	NS3BP	chr11:782556-782655:+	782605	NA	NA
63382	EKO-NALM6_PMID29038160	NS3BP	chr11:782626-782725:+	782675	NA	NA
63383	EKO-NALM6_PMID29038160	NS3BP	chr11:782658-782757:+	782707	NA	NA
63503	EKO-NALM6_PMID29038160	MUC2	chr11:1090322-1090421:+	1090371	NA	NA
63504	EKO-NALM6_PMID29038160	MUC2	chr11:1090750-1090849:+	1090799	NA	NA
63505	EKO-NALM6_PMID29038160	MUC2	chr11:1090798-1090897:+	1090847	NA	NA
63506	EKO-NALM6_PMID29038160	MUC2	chr11:1090849-1090948:-	1090899	NA	NA
63507	EKO-NALM6_PMID29038160	MUC2	chr11:1090891-1090990:-	1090941	NA	NA
63508	EKO-NALM6_PMID29038160	MUC2	chr11:1090912-1091011:-	1090962	NA	NA
63509	EKO-NALM6_PMID29038160	MUC2	chr11:1092076-1092175:+	1092125	NA	NA
63510	EKO-NALM6_PMID29038160	MUC2	chr11:1092109-1092208:+	1092158	NA	NA
63511	EKO-NALM6_PMID29038160	MUC2	chr11:1092143-1092242:+	1092192	NA	NA
63512	EKO-NALM6_PMID29038160	MUC2	chr11:1092169-1092268:-	1092219	NA	NA
63513	EKO-NALM6_PMID29038160	MUC5AC	chr11:1157771-1157870:-	1157821	NA	NA
63514	EKO-NALM6_PMID29038160	MUC5AC	chr11:1157845-1157944:+	1157894	NA	NA
63515	EKO-NALM6_PMID29038160	MUC5AC	chr11:1157867-1157966:+	1157916	NA	NA
63516	EKO-NALM6_PMID29038160	MUC5AC	chr11:1159237-1159336:+	1159286	NA	NA
63517	EKO-NALM6_PMID29038160	MUC5AC	chr11:1159277-1159376:-	1159327	NA	NA
63518	EKO-NALM6_PMID29038160	MUC5AC	chr11:1161954-1162053:-	1162004	NA	NA
63519	EKO-NALM6_PMID29038160	MUC5AC	chr11:1162207-1162306:+	1162256	NA	NA
63520	EKO-NALM6_PMID29038160	MUC5AC	chr11:1162222-1162321:-	1162272	NA	NA
63521	EKO-NALM6_PMID29038160	MUC5AC	chr11:1162261-1162360:-	1162311	NA	NA
63522	EKO-NALM6_PMID29038160	MUC5AC	chr11:1162292-1162391:-	1162342	NA	NA
63573	EKO-NALM6_PMID29038160	KRTAP5	chr11:1605603-1605702:+	1605652	KRTAP5-1	chr11:1605642-1606478:-
63574	EKO-NALM6_PMID29038160	KRTAP5	chr11:1605634-1605733:+	1605683	KRTAP5-1	chr11:1605642-1606478:-
63575	EKO-NALM6_PMID29038160	KRTAP5	chr11:1605727-1605826:+	1605776	KRTAP5-1	chr11:1605642-1606478:-
63576	EKO-NALM6_PMID29038160	KRTAP5	chr11:1605744-1605843:-	1605794	KRTAP5-1	chr11:1605642-1606478:-
63577	EKO-NALM6_PMID29038160	KRTAP5	chr11:1605778-1605877:+	1605827	KRTAP5-1	chr11:1605642-1606478:-
63578	EKO-NALM6_PMID29038160	KRTAP5	chr11:1605794-1605893:+	1605843	KRTAP5-1	chr11:1605642-1606478:-
63579	EKO-NALM6_PMID29038160	KRTAP5	chr11:1606081-1606180:+	1606130	KRTAP5-1	chr11:1605642-1606478:-
63580	EKO-NALM6_PMID29038160	KRTAP5	chr11:1606256-1606355:+	1606305	KRTAP5-1	chr11:1605642-1606478:-
63581	EKO-NALM6_PMID29038160	KRTAP5	chr11:1606274-1606373:+	1606323	KRTAP5-1	chr11:1605642-1606478:-
63582	EKO-NALM6_PMID29038160	KRTAP5	chr11:1606426-1606525:+	1606475	KRTAP5-1	chr11:1605642-1606478:-
63583	EKO-NALM6_PMID29038160	KRTAP5	chr11:1618932-1619031:+	1618981	KRTAP5-2	chr11:1618946-1619479:-
63584	EKO-NALM6_PMID29038160	KRTAP5	chr11:1618948-1619047:+	1618997	KRTAP5-2	chr11:1618946-1619479:-
63585	EKO-NALM6_PMID29038160	KRTAP5	chr11:1619064-1619163:+	1619113	KRTAP5-2	chr11:1618946-1619479:-
63586	EKO-NALM6_PMID29038160	KRTAP5	chr11:1619079-1619178:+	1619128	KRTAP5-2	chr11:1618946-1619479:-
63587	EKO-NALM6_PMID29038160	KRTAP5	chr11:1619205-1619304:+	1619254	KRTAP5-2	chr11:1618946-1619479:-
63588	EKO-NALM6_PMID29038160	KRTAP5	chr11:1619223-1619322:+	1619272	KRTAP5-2	chr11:1618946-1619479:-
63589	EKO-NALM6_PMID29038160	KRTAP5	chr11:1619233-1619332:+	1619282	KRTAP5-2	chr11:1618946-1619479:-
63590	EKO-NALM6_PMID29038160	KRTAP5	chr11:1619265-1619364:+	1619314	KRTAP5-2	chr11:1618946-1619479:-
63591	EKO-NALM6_PMID29038160	KRTAP5	chr11:1619286-1619385:-	1619336	KRTAP5-2	chr11:1618946-1619479:-
63592	EKO-NALM6_PMID29038160	KRTAP5	chr11:1619405-1619504:-	1619455	KRTAP5-2	chr11:1618946-1619479:-
63593	EKO-NALM6_PMID29038160	KRTAP5	chr11:1628831-1628930:-	1628881	NA	NA
63594	EKO-NALM6_PMID29038160	KRTAP5	chr11:1628893-1628992:+	1628942	KRTAP5-3	chr11:1628898-1629614:-
63595	EKO-NALM6_PMID29038160	KRTAP5	chr11:1628899-1628998:+	1628948	KRTAP5-3	chr11:1628898-1629614:-
63596	EKO-NALM6_PMID29038160	KRTAP5	chr11:1628914-1629013:+	1628963	KRTAP5-3	chr11:1628898-1629614:-
63597	EKO-NALM6_PMID29038160	KRTAP5	chr11:1629104-1629203:+	1629153	KRTAP5-3	chr11:1628898-1629614:-
63598	EKO-NALM6_PMID29038160	KRTAP5	chr11:1629225-1629324:-	1629275	KRTAP5-3	chr11:1628898-1629614:-
63599	EKO-NALM6_PMID29038160	KRTAP5	chr11:1629268-1629367:+	1629317	KRTAP5-3	chr11:1628898-1629614:-
63600	EKO-NALM6_PMID29038160	KRTAP5	chr11:1629281-1629380:+	1629330	KRTAP5-3	chr11:1628898-1629614:-
63601	EKO-NALM6_PMID29038160	KRTAP5	chr11:1629317-1629416:-	1629367	KRTAP5-3	chr11:1628898-1629614:-
63602	EKO-NALM6_PMID29038160	KRTAP5	chr11:1629463-1629562:+	1629512	KRTAP5-3	chr11:1628898-1629614:-
63603	EKO-NALM6_PMID29038160	KRTAP5	chr11:1629484-1629583:-	1629534	KRTAP5-3	chr11:1628898-1629614:-
63604	EKO-NALM6_PMID29038160	KRTAP5	chr11:1629558-1629657:-	1629608	KRTAP5-3	chr11:1628898-1629614:-
63605	EKO-NALM6_PMID29038160	KRTAP5	chr11:1629562-1629661:+	1629611	KRTAP5-3	chr11:1628898-1629614:-
63606	EKO-NALM6_PMID29038160	KRTAP5	chr11:1642578-1642677:-	1642628	NA	NA
63607	EKO-NALM6_PMID29038160	KRTAP5	chr11:1642628-1642727:+	1642677	NA	NA
63608	EKO-NALM6_PMID29038160	KRTAP5	chr11:1642739-1642838:+	1642788	NA	NA
63609	EKO-NALM6_PMID29038160	KRTAP5	chr11:1642772-1642871:+	1642821	NA	NA
63610	EKO-NALM6_PMID29038160	KRTAP5	chr11:1642838-1642937:+	1642887	NA	NA
63611	EKO-NALM6_PMID29038160	KRTAP5	chr11:1642889-1642988:+	1642938	NA	NA
63612	EKO-NALM6_PMID29038160	KRTAP5	chr11:1651061-1651160:-	1651111	KRTAP5-5	chr11:1651070-1651783:+
63613	EKO-NALM6_PMID29038160	KRTAP5	chr11:1651103-1651202:-	1651153	KRTAP5-5	chr11:1651070-1651783:+
63614	EKO-NALM6_PMID29038160	KRTAP5	chr11:1651153-1651252:+	1651202	KRTAP5-5	chr11:1651070-1651783:+
63615	EKO-NALM6_PMID29038160	KRTAP5	chr11:1651183-1651282:+	1651232	KRTAP5-5	chr11:1651070-1651783:+
63616	EKO-NALM6_PMID29038160	KRTAP5	chr11:1651323-1651422:+	1651372	KRTAP5-5	chr11:1651070-1651783:+
63617	EKO-NALM6_PMID29038160	KRTAP5	chr11:1651335-1651434:+	1651384	KRTAP5-5	chr11:1651070-1651783:+
63618	EKO-NALM6_PMID29038160	KRTAP5	chr11:1651553-1651652:-	1651603	KRTAP5-5	chr11:1651070-1651783:+
63619	EKO-NALM6_PMID29038160	KRTAP5	chr11:1651598-1651697:-	1651648	KRTAP5-5	chr11:1651070-1651783:+
63620	EKO-NALM6_PMID29038160	KRTAP5	chr11:1651613-1651712:-	1651663	KRTAP5-5	chr11:1651070-1651783:+
63621	EKO-NALM6_PMID29038160	KRTAP5	chr11:1651628-1651727:-	1651678	KRTAP5-5	chr11:1651070-1651783:+
63622	EKO-NALM6_PMID29038160	KRTAP5	chr11:1651670-1651769:-	1651720	KRTAP5-5	chr11:1651070-1651783:+
63623	EKO-NALM6_PMID29038160	FAM99A	chr11:1686780-1686879:+	1686829	NA	NA
63624	EKO-NALM6_PMID29038160	FAM99A	chr11:1686795-1686894:+	1686844	NA	NA
63625	EKO-NALM6_PMID29038160	FAM99A	chr11:1686796-1686895:-	1686846	NA	NA
63626	EKO-NALM6_PMID29038160	FAM99A	chr11:1686811-1686910:-	1686861	NA	NA
63627	EKO-NALM6_PMID29038160	FAM99A	chr11:1687031-1687130:+	1687080	NA	NA
63628	EKO-NALM6_PMID29038160	FAM99A	chr11:1687035-1687134:-	1687085	NA	NA
63629	EKO-NALM6_PMID29038160	FAM99A	chr11:1687399-1687498:-	1687449	NA	NA
63630	EKO-NALM6_PMID29038160	FAM99A	chr11:1687478-1687577:-	1687528	NA	NA
63631	EKO-NALM6_PMID29038160	FAM99A	chr11:1687553-1687652:-	1687603	NA	NA
63632	EKO-NALM6_PMID29038160	FAM99A	chr11:1687739-1687838:-	1687789	NA	NA
63633	EKO-NALM6_PMID29038160	FAM99B	chr11:1705344-1705443:+	1705393	NA	NA
63634	EKO-NALM6_PMID29038160	FAM99B	chr11:1705399-1705498:+	1705448	NA	NA
63635	EKO-NALM6_PMID29038160	FAM99B	chr11:1705401-1705500:-	1705451	NA	NA
63636	EKO-NALM6_PMID29038160	FAM99A	chr11:1705438-1705537:-	1705488	NA	NA
63637	EKO-NALM6_PMID29038160	FAM99A	chr11:1705476-1705575:-	1705526	NA	NA
63638	EKO-NALM6_PMID29038160	FAM99B	chr11:1706752-1706851:+	1706801	NA	NA
63639	EKO-NALM6_PMID29038160	FAM99B	chr11:1706767-1706866:+	1706816	NA	NA
63640	EKO-NALM6_PMID29038160	FAM99B	chr11:1706768-1706867:-	1706818	NA	NA
63641	EKO-NALM6_PMID29038160	FAM99B	chr11:1706783-1706882:-	1706833	NA	NA
63642	EKO-NALM6_PMID29038160	FAM99B	chr11:1706805-1706904:-	1706855	NA	NA
63643	EKO-NALM6_PMID29038160	KRTAP5	chr11:1718508-1718607:-	1718558	KRTAP5-6	chr11:1718475-1718864:+
63644	EKO-NALM6_PMID29038160	KRTAP5	chr11:1718582-1718681:+	1718631	KRTAP5-6	chr11:1718475-1718864:+
63645	EKO-NALM6_PMID29038160	KRTAP5	chr11:1718598-1718697:-	1718648	KRTAP5-6	chr11:1718475-1718864:+
63646	EKO-NALM6_PMID29038160	KRTAP5	chr11:1718658-1718757:-	1718708	KRTAP5-6	chr11:1718475-1718864:+
63647	EKO-NALM6_PMID29038160	KRTAP5	chr11:1718689-1718788:-	1718739	KRTAP5-6	chr11:1718475-1718864:+
63648	EKO-NALM6_PMID29038160	KRTAP5	chr11:1718709-1718808:-	1718759	KRTAP5-6	chr11:1718475-1718864:+
63649	EKO-NALM6_PMID29038160	KRTAP5	chr11:1718765-1718864:-	1718815	KRTAP5-6	chr11:1718475-1718864:+
63650	EKO-NALM6_PMID29038160	KRTAP5	chr11:1718775-1718874:-	1718825	KRTAP5-6	chr11:1718475-1718864:+
63651	EKO-NALM6_PMID29038160	KRTAP5	chr11:1718796-1718895:-	1718846	KRTAP5-6	chr11:1718475-1718864:+
63652	EKO-NALM6_PMID29038160	KRTAP5	chr11:1718806-1718905:-	1718856	KRTAP5-6	chr11:1718475-1718864:+
63703	EKO-NALM6_PMID29038160	PRR33	chr11:1910537-1910636:-	1910587	NA	NA
63704	EKO-NALM6_PMID29038160	PRR33	chr11:1911012-1911111:+	1911061	NA	NA
63705	EKO-NALM6_PMID29038160	PRR33	chr11:1911272-1911371:+	1911321	NA	NA
63706	EKO-NALM6_PMID29038160	PRR33	chr11:1911349-1911448:+	1911398	NA	NA
63707	EKO-NALM6_PMID29038160	PRR33	chr11:1911384-1911483:+	1911433	NA	NA
63708	EKO-NALM6_PMID29038160	PRR33	chr11:1911484-1911583:+	1911533	NA	NA
63709	EKO-NALM6_PMID29038160	PRR33	chr11:1911520-1911619:+	1911569	NA	NA
63710	EKO-NALM6_PMID29038160	PRR33	chr11:1911617-1911716:-	1911667	NA	NA
63711	EKO-NALM6_PMID29038160	PRR33	chr11:1911690-1911789:+	1911739	NA	NA
63712	EKO-NALM6_PMID29038160	PRR33	chr11:1911737-1911836:-	1911787	NA	NA
63733	EKO-NALM6_PMID29038160	LOC100133545	chr11:2005693-2005792:-	2005743	NA	NA
63734	EKO-NALM6_PMID29038160	LOC100133545	chr11:2005710-2005809:-	2005760	NA	NA
63735	EKO-NALM6_PMID29038160	LOC100133545	chr11:2005728-2005827:-	2005778	NA	NA
63736	EKO-NALM6_PMID29038160	LOC100133545	chr11:2005844-2005943:+	2005893	NA	NA
63737	EKO-NALM6_PMID29038160	LOC100133545	chr11:2005846-2005945:-	2005896	NA	NA
63738	EKO-NALM6_PMID29038160	LOC100133545	chr11:2006051-2006150:+	2006100	NA	NA
63739	EKO-NALM6_PMID29038160	LOC100133545	chr11:2006108-2006207:+	2006157	NA	NA
63740	EKO-NALM6_PMID29038160	LOC100133545	chr11:2006130-2006229:+	2006179	NA	NA
63741	EKO-NALM6_PMID29038160	LOC100133545	chr11:2006135-2006234:-	2006185	NA	NA
63742	EKO-NALM6_PMID29038160	LOC100133545	chr11:2006682-2006781:-	2006732	NA	NA
63743	EKO-NALM6_PMID29038160	H19	chr11:2017267-2017366:+	2017316	NA	NA
63744	EKO-NALM6_PMID29038160	H19	chr11:2017286-2017385:+	2017335	NA	NA
63745	EKO-NALM6_PMID29038160	H19	chr11:2017314-2017413:+	2017363	NA	NA
63746	EKO-NALM6_PMID29038160	H19	chr11:2017317-2017416:-	2017367	NA	NA
63747	EKO-NALM6_PMID29038160	H19	chr11:2017342-2017441:-	2017392	NA	NA
63748	EKO-NALM6_PMID29038160	H19	chr11:2017363-2017462:-	2017413	NA	NA
63749	EKO-NALM6_PMID29038160	H19	chr11:2017473-2017572:+	2017522	NA	NA
63750	EKO-NALM6_PMID29038160	H19	chr11:2017490-2017589:-	2017540	NA	NA
63751	EKO-NALM6_PMID29038160	H19	chr11:2017518-2017617:-	2017568	NA	NA
63752	EKO-NALM6_PMID29038160	H19	chr11:2017543-2017642:-	2017593	NA	NA
63763	EKO-NALM6_PMID29038160	IGF2AS	chr11:2161884-2161983:-	2161934	IGF2-AS	chr11:2161873-2167676:+
63764	EKO-NALM6_PMID29038160	IGF2AS	chr11:2161899-2161998:-	2161949	IGF2-AS	chr11:2161873-2167676:+
63765	EKO-NALM6_PMID29038160	IGF2AS	chr11:2161957-2162056:+	2162006	IGF2-AS	chr11:2161873-2167676:+
63766	EKO-NALM6_PMID29038160	IGF2AS	chr11:2161975-2162074:+	2162024	IGF2-AS	chr11:2161873-2167676:+
63767	EKO-NALM6_PMID29038160	IGF2AS	chr11:2161992-2162091:+	2162041	IGF2-AS	chr11:2161873-2167676:+
63768	EKO-NALM6_PMID29038160	IGF2AS	chr11:2162007-2162106:+	2162056	IGF2-AS	chr11:2161873-2167676:+
63769	EKO-NALM6_PMID29038160	IGF2AS	chr11:2162045-2162144:+	2162094	IGF2-AS	chr11:2161873-2167676:+
63770	EKO-NALM6_PMID29038160	IGF2AS	chr11:2162110-2162209:+	2162159	IGF2-AS	chr11:2161873-2167676:+
63771	EKO-NALM6_PMID29038160	IGF2AS	chr11:2167546-2167645:+	2167595	IGF2-AS	chr11:2161873-2167676:+
63772	EKO-NALM6_PMID29038160	IGF2AS	chr11:2167578-2167677:+	2167627	IGF2-AS	chr11:2161873-2167676:+
63827	EKO-NALM6_PMID29038160	RPL26P30	chr11:2356550-2356649:-	2356600	NA	NA
63828	EKO-NALM6_PMID29038160	RPL26P30	chr11:2356623-2356722:-	2356673	NA	NA
63829	EKO-NALM6_PMID29038160	RPL26P30	chr11:2356656-2356755:+	2356705	NA	NA
63830	EKO-NALM6_PMID29038160	RPL26P30	chr11:2356719-2356818:-	2356769	NA	NA
63831	EKO-NALM6_PMID29038160	RPL26P30	chr11:2356757-2356856:-	2356807	NA	NA
63832	EKO-NALM6_PMID29038160	RPL26P30	chr11:2356883-2356982:+	2356932	NA	NA
63872	EKO-NALM6_PMID29038160	KCNQ1OT1	chr11:2720640-2720739:-	2720690	KCNQ1	chr11:2466328-2869232:+
63873	EKO-NALM6_PMID29038160	KCNQ1OT1	chr11:2720819-2720918:-	2720869	KCNQ1	chr11:2466328-2869232:+
63874	EKO-NALM6_PMID29038160	KCNQ1OT1	chr11:2720858-2720957:-	2720908	KCNQ1	chr11:2466328-2869232:+
63875	EKO-NALM6_PMID29038160	KCNQ1OT1	chr11:2720891-2720990:+	2720940	KCNQ1	chr11:2466328-2869232:+
63876	EKO-NALM6_PMID29038160	KCNQ1OT1	chr11:2720917-2721016:+	2720966	KCNQ1	chr11:2466328-2869232:+
63877	EKO-NALM6_PMID29038160	KCNQ1OT1	chr11:2720969-2721068:+	2721018	KCNQ1	chr11:2466328-2869232:+
63878	EKO-NALM6_PMID29038160	KCNQ1OT1	chr11:2721033-2721132:+	2721082	KCNQ1	chr11:2466328-2869232:+
63879	EKO-NALM6_PMID29038160	KCNQ1OT1	chr11:2721049-2721148:+	2721098	KCNQ1	chr11:2466328-2869232:+
63880	EKO-NALM6_PMID29038160	KCNQ1OT1	chr11:2721090-2721189:-	2721140	KCNQ1	chr11:2466328-2869232:+
63881	EKO-NALM6_PMID29038160	KCNQ1OT1	chr11:2721116-2721215:-	2721166	KCNQ1	chr11:2466328-2869232:+
63942	EKO-NALM6_PMID29038160	ENSG00000183562	chr11:3012243-3012342:-	3012293	NA	NA
63943	EKO-NALM6_PMID29038160	ENSG00000183562	chr11:3012263-3012362:-	3012313	NA	NA
63944	EKO-NALM6_PMID29038160	ENSG00000183562	chr11:3012288-3012387:+	3012337	NA	NA
63945	EKO-NALM6_PMID29038160	ENSG00000183562	chr11:3012301-3012400:-	3012351	NA	NA
63946	EKO-NALM6_PMID29038160	ENSG00000183562	chr11:3012304-3012403:+	3012353	NA	NA
63947	EKO-NALM6_PMID29038160	ENSG00000183562	chr11:3012326-3012425:+	3012375	NA	NA
63948	EKO-NALM6_PMID29038160	ENSG00000183562	chr11:3012348-3012447:+	3012397	NA	NA
63949	EKO-NALM6_PMID29038160	ENSG00000183562	chr11:3012364-3012463:+	3012413	NA	NA
